,,#ID,P1,P2,Result,,,
戦連（核＆槍薙入り）,Nightvision65,283,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000iR7insU0Np00gc2jnt8YhNpLYu2p00m7Aa5pPtma00u9Oa00wPRp00zfjGjuB19lccIqOleEvKRSnsYPK60qAcyp00BnKr01AkuakzSy6akzVf2T00kcc8n7bN1p00x6R,P1Win,,1,0
中奥汎用空爆,Nightvision65,284,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000i3EiogmEAamfqzyamKe6Jp00rIVa1rzr240zG99j10Yhed5cx6h7kid4Y7kdPtE7k9rgY7kdSHmp00FFA9kVMea9kRBY59009HX904Frk904MqB1nt2vu1nt6gWg2ak4fzcpUjVzdmcwQNpQnq1T00tjX8n7hah,P1Win,,1,0
2魔7戦,Kodeik,285,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e1H6pHNb160hN2mld0bBuld0e20ld0gHVld0jFkld0pkvljuUnllgfEQqp00Jtdp00Jsdp00Vx8r0187E,P1Win,,1,0
中奥高速聖贄突撃(９速),XX,286,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000hfiF01wxFy00875p00JbMp00qUjaoUseKaoUpxHamKxs2t00bkFt00bkFt00bkFt00bkFt00bkFt00bkFt00bkFt00bkFt00bkFajuNn0ajuQ3Wp00iP3p01tkuamKA8Yr01ATXr01ARy,P1Win,,1,0
下前弾幕突撃,erhuo,287,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001dwg7oz0KI7oyXRX7oz2Dt7oz4we7oz6oY9oV0AA9oVa0W9oVgIMt019uot019uot019uot019uot019uot019uojmL93Np01wBzp01zOva3gNdsa3gPTo8pWctpamLg2JamLiIFp01kKtp01c9JajvGGET00UtGajvrS3p013yhajvJnzp00Ts6LpdVES,P1Win,,1,0
下奥弾幕,erhuo,288,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000jqCi2SiXv4opCQV9mB7VK9mBeEA9mBlnq9mBuMc9liNbf9liTBL9lj1AW9lj8lk9nsTvc9nteDej094Woa1rDLop00LCjakEvudamKjM4p00Dxyr00Bada6v5BOp00Xcur00MYqamKyP8p005qvGjuDaPq00kc9p00jFKajuQ57amKaCWp00N0oa9JOX6p01A1qp004iLajuSL3,P1Win,,1,0
中奥汎用空爆,MKTL,289,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000ik6imJQ1mj1n10uxk0w419kRBrn9kVTJi9kVNhAld0aNLNpQnGsalANKsanC7UPa2sjmtp00rsDp00FVX40zGG29pUMqT90hTtS90i2hg7kqY9i7kr3bf7kic0s7kig2j7k9oQx7k9sSo1p8nbw7oy5hu,P1Win,,1,0
下奥突撃,MKTL,290,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000w3lj0vpcYa5qaCRa5q7VQp00IFTu00t3Pp00W59Gd0kdgp00Jdat00uXwt00uXwt00uXwt00uXwt00uXwt00uXwLoH3sDT00VxWajvrRJajvpbNLnTJolp00K0Nam6R9wam6OsAt00veUp00fVip00gaN,P2Win,,0,0
上前弾乗り,MKTL,291,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001dIkU019q6ajvJjqajvGCu8eSIWap01dI49p0Jqd9p0mjrjmgiLma4yOlwa4yLEAp01cEF9p0BTo9p0uDLO05D0V7p9l1p7pdKz27p9of87pdPp7T01cEYa6vFxO9m7gQ4dm7o6Ga6vIeK4o8RtTa5qvwca5qytqU00lv8a5pLDoa3fDY3p01yqkp01vdhp01AOXamLmpor01AOxamLjIsa4lTENa4lQXR,P2Win,,0,0
上前弾乗り,MKTL,292,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001bPHajAeXwa09L65r01rWyU01nUQa3gFRma3pscQgngVuS9eXm8h7eFJ9vjmbT279p0osD9p57OO4odj7jU00V0G7pdCv5a5qnK6dkiRTYg00SzBr01noEa5ql4aakAMkUU00pNmapMiM1a3fGEYgmK9vcr00r947pdzhrp01APIa4z75KT01AOxa6w5wsp01AP8a4z9LGp01x5PapNpLyapNn5C8e6EFj,P1Win,,1,0
上奥多枚壁聖贄突撃（核入り）,MKTL,293,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000gFJjogyatj097znp00uTzy2wtO0FoUuBdr00sLzE1riIMN1vHteI0dxVdt00c69t00c69t00c69t00gort00gor,P1Win,,1,0
一速クロス空爆,2069,294,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000htTi3FMHJ41ryjOj19MJ9p00pxKp00xAOt007NOa15vwEa3fIyU90uURS90vbYx9oYq4j9p45V39kRiB57kdEau7ki6AR7ki91k7kmBMs7kmEtl7kmHai9kIyFS9kVQtB9kvuzA9kNc889oPJCXamKjbmamKguqp00SC3p01ASzaaOU3y,P1Win,,1,0
上奥多枚壁聖贄突撃（核入り）,2069,295,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000g8yjokWTHj0dwjAN1A5B1t00cDct008kTt008kTt008kTt00oIyF2X8rIIotPXhp00sdWE19NgJyotKQNr00qC8,P1Win,,1,0
4速クロス,2069,296,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000gY7t00870imJRmcj1ecvAamKh49amKen9p00uWe9lekm59labJ99004kW900kss7ki4JT7kdHFX7k9lCL9okLo79oprg4p00E4oa15vP6t00c8Wt00c8Wt00c8W9oU9po1kzNrs1kzRth1nfS2E1nfO0P7004kW,P2Win,,0,0
中奥突撃,2069,297,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000i3Tj1iBgfp00vKSp00xD7u00noDp008CNGfJxWba15wDta15zkqamKkOManPsGmp00AjrakzUWAp00jnAakzSgEp00gV7p00OxYp00Rufp01p12t00bBit00bBit00bBit00bBit00bBit00bBit00bBip01736p00BDQr01ASs,P2Win,,0,0
上前弾幕乗り込み,2069,298,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001dbxjlTh3b7p4TUW9p9jFop01xm4a5qYzj8dStjJad1zeha8GhdEp01y94abVrVdp01vtVa9Lm8pp01xBRp01cV17p9pA37p4XGs7p9lhK9p51Ub7karwtv3gsHMT01flR9mbIho1kSpRqa6vJjha6vM0d9p99c49p58mtU01j5z4pio1laoVhrfr01q4Ta8G4jNT01ztza5qMYF9p9eP7amKRQ7aiqFdmp01c6q8knLciafbanYr01ahb,P1Win,,1,0
下前正面弾幕（近導核乗り）,Nightvision65,299,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001dwoT00Wpmingz1yaaPJnhaaPM4dp00RyQamfT7xamfVNtjmL93VN0AfjGgphWtHg011akajvIPUp01ATJa16G5Ta16DoXamLnyCamLkRGp01ASwajvKIFajvMBrp01ezgp01mTKp016fmp01sOF7oMkb67oMmkf7oMoto7oMqCx9p0pla9oVa0W9oVjpIp01AT3GjvvVnr0146Hp01AR9,P2Win,,0,0
下前正面弾幕,Nightvision65,300,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001dfLimGpqSad13ASae665Fp01csrjnczwnO05D569n7OxT9n3BTh9n8dJi9p4LEQ9p5aQf9p0z1e7p0vfI7oV8Eq7p0ACA7npC187nu4Yi7npzQYa16CRba16Fy7p01ATYamLjwXamLmdTq01ASLajvMBeajvPiap01j8Kp01s0Yp01ah0t01az1p00PVOa9eYK0GjvyCp,P1Win,,1,0
下前導連,Nightvision65,301,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001dMQinppEA7oMkb67oHWzN7oMp1b7oI2pSaeOdPB9oI2pS9oUYwdN0equXg016xNg01azHg01eBBg01iDvg09Q0op01ATYan8mB9an8pi5p01blHp01sycp01ku4p01ASIaljTCcajWelyajAevar01ATer01xpha6vglCp00O4PjmCkz6GjvvFxa2bKbX,P1Win,,1,0
戦連（槍薙、導入り）,太极叶玉HIV,302,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000hg3imOhnzj0Vzxmp00dtrajuKWnajuNDjGhKVqwt009sCamb2U760qyQaamb0eblfaspNlc41nLSphdyDp00DwIU00veqa15yvLa1epHbgpDt05p00uarp00w1W8lwmRO,P1Win,,1,0
中奥突撃,太极叶玉HIV,303,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000jFqjol0TBu00p17p00dJbGeNjFRp00yGzajv6mkq00HPjp00H2Hp00FqSa0my2la0mvlnt005GQt00iRgt00iRgt00iRgt00iRgt00iRgt00iRgr00jGian2MCfEpQpiyp00Qq9r01ARyp0115Aajv3Fo,P2Win,,0,0
回復突撃（３癒１２膳）,15222HGH,304,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000dYpi3OAEPikdEaJikdEHuh9o3IYh9o3sAh9o3cch9o2UNh9o2Eph9o2o1h9o27Ch9o1Qeh9o1zPh9o1jrh9o133h9o0LE,P1Win,,1,0
上奥回復弾幕（２癒３膳）,2069,305,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000hdFimOiWyi3x0PhhmOipLhmOhRYhmOhlcj15nYRad05pGagXqfqamog7bamodqfp00tiJp00qSRa15vgqa15xWp41NzLMx5CLrPxjVc87x5u9LQ1kVQK91kVUM17kdLWN7kdODF7kdRkA7kid3a7kifJ47kiiq07oUas77oPMAnad086zr01ARwr01AUdx6HQCt,P1Win,,1,0
中奥正面弾幕（核入り）,太极叶玉HIV,306,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000w2Pint8bwNpHMDWj15Ea1p00GvXamOVp9am2qwep00V07p004CYa1NOlfa1NR2c9o85Wq9o7Xql9nY3Lk90mD8b90mvB790hYSo1mKl711mKgNHzcyWfqg1rtwgd6mcf1p00rYGajv2BLr00l1AE0hYC0p00NKeajuYUPGiufsJ,P2Win,,0,0
拡散空爆,,307,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000eMJj00fQxjnPaUma00oJta00rqrld0fkQ7k4ULx7kdJgq7kmxKj7kvmfc7k9oxS7kid2L7kr1wE9kVHkY9kVXsB9kVPoM9kE8399kEiMS9lepGC9leArnt009Wea0WRB1a0WOU5p00xk7a00yVta00wfxr0058Ka007O9p00wxsr00ypl,P1Win,,1,0
下前弾幕突撃,GZ,308,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001cIhp01yJCimP7cVp017kdGdAgkfp01pkvp01gbLp00Trfajvm1UajvM65t01fWvt01fWgt01fWgajvKIJajvNpJ9oMf4C9oMuUr7oHMCi7oMjDj7olY5j7oVjpk7p51saaggaf7p004jwg0iD9jg01bUFad0sksa1OJwMa1OGPQp01ytQanLY9oanM1Pkp01yJ5p01yuIr004iWr00rWfr004lujnQeeG,P2Win,,0,0
近導核,,309,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000e2Gp01osDonyGh4o2jQ97T01heqa6vNliU012Jya3gmyfa3geuqU00JWWU01fQRa1wNnTa1wKGX801hJBamTsIET00QqSa6iccbN1rTyGp012uuL53E3Dakw0tDakvWMHU00AB7agoCtkagoFaggpdaQrgo82s5a6vKEma6iajqa6i8qFO00eRGp005cjantF0gp00nnTLk0GOW,P1Win,,1,0
新幹線突撃,a,310,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000NKQajzIi2ajzKXXaoySbRaoq7nWp01AOxp016bGp01kJHp01pyQp01vJ0t00NKQt00NKQt00NKQt00NKQt00NKQt00NKQt00NKQt00NKQt00NKQt00NKQt00NKQt00NKQt00NKQr01AT8,P1Win,,1,0
下奥複合突撃,,311,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000nsHt005aIt005b1t005bit005byt005bOt005c5s00K3ks00Kzxs00KPoeoUiBeeoLvbU401zPGq01ydF9odqI29nHyAY401yd87nQmOt7mkP6D7mLitd7nh60n,P1Win,,1,0
下前弾幕突撃(トンボ付き),Brony牧玉,312,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001az8T012u4LlBndzajvy5f8nCFxtjnucvfGd0XJHa16DFma16AYqp01A6samc8AXamc5U2t01aj1t01aj1t01azqt01lAKq01deEajvKILajvIPYajvGXep01p44p01ASua6vpuVagg8nKr00WobgpRiTigpRv009oHNYd9oI14U7oHQF97oHUH37nQ2pL7nQ6rF,P1Win,,1,0
下前正面弾幕（核入り）,,313,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001caEajvI1Xp01s2Na3gGdda3gIT9p01tmWp01w3eamLcMwamLftoGjvxgTp014Syp01oLEp01AB3jlfCoUp01eyB9pqM2yp01bUc9pqU6y9pr3am9pqY8s9ntOUB9ntWYB9nu21v9nu63pajAasm7kamtK7kao677kj7d87kj8Ou7nCLtu7nCPvo7p4Uwu7p4YyoNpdGRe,P2Win,,0,0
特化ラビッツ,ドロド,314,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000B8bopN31Pp01zdhop5mk8p00Pn0p00GxBU01efuaoD5PsaleObcaoyJjLa26uyraleQAIU01uDu9eOAkkg01qBAgnQirEU00WQuU00GsuU00pN9a2g79Ka2g4sOa2fNBBa2fQixa2fxKoa2fArka2fhTba2fkA7anPlF4a2f1eMgnPeWeg00Tmng01daUdkFrVzr01ACDdkFeev,P1Win,,1,0
下奥戦連,,315,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000iCyjpQyILinsVUJle0WJwldmhWXlccO7slbLmiPjpz4ynlg2fiCp00Nvvp00rbYp00S5Wp00FXK2pUTsJ2oLqCe2ogzRl2pq5kd,P2Win,,0,0
汎用核先,うなぎクン,316,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000wkyjnkACFamorccamotSaa1NU0ma0RG0x4opTftT004olagBnNbajuEhOp01ARsp011X4p01pkNp013eVp01dKep01phcioPT8bp00OSar00ORWOpV9Ma204S8n7p8Dmz7p8GAir00tUB7nGwsI7nGzGr7opCkG7opFyp7krg8C7kmSgV7kivpf7kmUq57krm3hN09hBq9nPle0g00vgGr01AU0,P1Win,,1,0
下前導連,Brony牧玉,317,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,001cbuinPLyyp01yeap01ydtp018F3p01rtHjnQeeGampku7amphNbp01ilea16DVKa16BfOp01ASxajvJ7najvL09ajvMRWaggfD4aggijUgpRjHtgpRm81gpRoxygpRqX6gpRtnDgpRvNbaasSpwT004ogp00OkJ8pRNgK8pRLUM8pRKzO801ATy801zyA801ydC7ngJLi7ngMse7ngP9ar010SbGpVCrx,P2Win,,0,0
中奥回復聖贄突撃,XX,318,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000gXSipUH3St00fnqjkzRdOjmK5MOyl5EtAFmKjcya00tRYa00rc1t00cWbt00cWbt00cWbt00cWbajuThEajuQAJp00qUhp00xCfE00cWlp00ofDp00CrBr0115dr01ATl,P1Win,,1,0
中央扇弾幕,,319,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000P6R1kEHyt1lsatX1lJMsJ1mfCFP1mThEc1np7Ri1nGJQ41o3Lzh1oyBMn1l1GkV1lO9wN1mjYJT1mXDbu1nkETH1nL6nm1ou9OM1oLMll1puPwn9kruk9j010k04010k03oUWkH9kNw3m9leWw19lFnYF9m2pHS9msQbxr0186Jr017Qy9n35RH9ntwBJ9o8bjI9oHq0S,P2Win,,0,0
中央戦連,,320,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000P6Rl9KqcslaPvn6lbUAxJld0FInj00P64t00ETwt00ECEt00ESKt00F9Faljwt0aljz9YaoUVwvap4MXKj3g7L9ggg6aR,P1Win,,1,0
ボスコアタゲ,,321,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,100HlljmBQxcjnxXwNX00tDCRpqeHJwpV4Er7mKwpw,P1Win,,1,0
上中正面弾幕,,322,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000Ogwp00Aie9opEEK9opK2C9opPpf9opUM79oq19Y9pQLyB9pQQVt9pQWj69pR2FX9pR83Pj0ISvvp010y2p0142yamtbiEamtdYAa3trH7a3tuo4T01vbha6w4bra6w2iGa6vYS9a6w1eaa6w3U6p01uUt7kejcz7kel5k7kemX57keoPP7kn8ef7kna707knbYK7kndRvad0A2or01AC8r00OOX,P1Win,,1,0
下前正面弾幕,,323,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000W8se00Ts6p00uFep00ECS9mK8s89plSFP9nC7Us9opqHy9oUobh9p8Ryj900D0Y9mByuA9oYTog9mk1Cijo8xnVjp0uYur00lwQr00x6Rp01uUw1kJVwc1mU4Ik1kFwvm1lbfJd1kAX5J1lBFF5p01ziQp01zhqr01mjUp01vtrp01uG6p01uXmp01yKlp01ikrp01hLx9ogFb0,P1Win,,1,0
闇狙要塞,,324,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,000QYdj00OOhj011Eyj00FqtJ012clJmKs5TJmKr03J010ile00Gv3e00Fpae010P6e011EyE0116td010QkE012J8,P1Win,,1,0
